"index" "freq"
0 46.4231413907776
1 49.8168616240689
2 47.6353990790311
3 43.3169012716979
4 31.7246116949042
5 29.2190846510598
6 46.5686195440135
7 68.7548681851484
8 92.2294371946015
9 50.8673102980347
10 36.0417941825228
11 44.5400458085581
12 61.0198161763062
13 73.5747987233726
14 51.2673101759026
